question_id,pid,title,content
02dcd59b-4d2c-4865-9b8b-1a4d24f34ef4,230bffe4-69d1-49a9-a4dc-886f971f7d4e,,"想詢問自傳的內容，應該怎麼編輯會比較好呢？有沒有什麼核心或是重要的部分需要去注意跟打進去的呢？
再麻煩大家回覆了，感謝"
02f883e2-09fb-4a46-afa8-bca4f4dc50e1,2e2f0866-ce2e-4534-a64c-0bebe9c03227,R&D Engineer,Please could you help me to check my profile because i am not getting any call from company.
037d7d07-cfc4-44e3-97c2-f031477aface,e8f58611-3c77-4d01-8251-e43798866fd5,請益職場相處技巧，很少主動開口與同事聊天是否會造成同事反感,"公事上可溝通，但不善於與同事聊天
想問在辦公室都不講話，只有在公事上才會開口，這樣會令人討厭嗎？我需要多練習與人聊天嗎？
因為自己都不是很會開口聊天，會覺得大家好像不是很喜歡我，或可能對我反感，這是自己想太多嗎？"
04a072de-39bd-4966-b3d9-4db96459f2b6,ef8110c1-c3f6-470d-bbcc-56c1c84fdbd5,,我目前是學生然後是在家樂福打工，我想問再面試的時後要如何面試，自傳大概怎麼寫才比較會成功。然後我想要走土木類的測量，應為我蠻喜歡測量這東西
06863e57-7125-4b23-a52e-795a9922ed10,0dec040b-4c89-428e-97bd-997cda5566f9,目前還是學生，想找工程類型工作，應徵都無下文,我是正在就讀的學生，從暑假開始找工作，找很多間都沒上，開學找工讀也沒有找到，剛開學對於課程沒有興趣，該如何調適自己
06e0ecd6-94fa-4eaf-94af-d9d37e53e31c,f2d30064-07a2-4d3d-afe5-e470d41008f5,測試發問測試發問測試發問測試發問測試發問測試發問測試發問,測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問測試發問
07e98b8f-c187-4666-ac2f-fde094d8fca3,8629e486-b673-44d5-8e2d-460ff67753de,育嬰留停期間又生產可再留停嗎?,小可在第一胎產假結束後開始育嬰留職停薪，期間也順利生下老二，所以在用老大的名義留停屆滿後繼續使用老二名義留停，最近發現又懷第三胎，並會在留停屆滿前生產，這樣他還可以繼續申請育嬰留停嗎？
0ac35186-e6a6-4035-b7b4-def23a0868a6,d908a9ef-4f2c-4446-aafa-9dc16aec364d,,"【小編來幫忙系列五】
社群互動 回答的圖文/影音/錄音功能上線囉
為讓各位職場伙伴發問能得到切中您的需求答案，職涯診所在回覆功能上新增圖片／影音／錄音等多媒體回答方式，也讓回答的前輩們可以用影像來輔助，更切中您想說明的內容！

同時，大家也可以透過「想知道」來追蹤您看過且也想知道前輩建議的發問，有人回答就會通知您，同時您也可在答案中用「拍手」，來鼓勵優質回答的前輩哦～
"
0ad6daa4-b3b4-49d0-84f3-33eba053563b,14a42ca2-6259-4149-aefe-8e00df8db3ff,之前工作被資遣，面試新工作被問離職原因時該怎麼回答比較好？,"各位好
最近被剛到職才6週的工作以不能勝任工作為由資遣了
想請教在面試新工作被問到為何沒多久就想換工作該怎麼回答比較好
因為面試好像盡量不要提到是被資遣的
所以目前想到的理由如下
（1）工作內容與想像有落差
（2）公司沒有提供完整的教育訓練所以希望能到較有制度的公司
（3）公司未保足勞健保
（4）公司辦公環境不佳
還是直接承認被資遣的比較好呢
（5）因為案子被同業標走所以公司調整人力

上週的2場面試已分別使用過（1）與（2）
但2家的面試官似乎都對答案不太滿意
明天要去同產業中第3大的公司面試
我也非常想進該公司
但一直想不到如何回覆比較好
所以想來問問各位前輩是否有更好的回答方式

另外因為我自認我工作皆有盡心盡力完成
之前也未聽過有不能勝任工作的問題
所以我猜被資遣最主要的原因應該是前幾天被誤會後和主管有小爭執
隔天突然就被資遣了
想請問被以不能勝任工作為由資遣
公司是否需要提供像是評鑑結果之類的證明
還是只要主管說不適任即可呢
先謝謝大家回覆"
0af9c013-9e01-4fb4-a622-fc2556a8a618,31c17df5-d417-47d1-9df0-d3c038c9f609,當設計SOHO族比較好，還是去公司當朝九晚五的上班族比較好？,"在公關公司擔任設計師一職，最近一直在思考在家自行接案比較好，還是繼續當朝九晚五的上班族比較好？

"
0b836b19-2c24-4198-9303-beb0ca493287,1a95a453-91d2-4edb-b908-eff64bee813e,被資遣面試新工作被問離職原因回答方式,"各位好
最近被剛到職才6週的工作以不能勝任工作為由資遣了
想請教在面試新工作被問到為何沒多久就想換工作該怎麼回答比較好
因為面試好像盡量不要提到是被資遣的
所以目前想到的理由如下
（1）工作內容與想像有落差
（2）公司沒有提供完整的教育訓練所以希望能到較有制度的公司
（3）公司未保足勞健保
（4）公司辦公環境不佳
還是直接承認被資遣的比較好呢
（5）因為案子被同業標走所以公司調整人力

上週的2場面試已分別使用過（1）與（2）
但2家的面試官似乎都對答案不太滿意
明天要去同產業中第3大的公司面試
我也非常想進該公司
但一直想不到如何回覆比較好
所以想來問問各位前輩是否有更好的回答方式

另外因為我自認我工作皆有盡心盡力完成
之前也未聽過有不能勝任工作的問題
所以我猜被資遣最主要的原因應該是前幾天被誤會後和主管有小爭執
隔天突然就被資遣了
想請問被以不能勝任工作為由資遣
公司是否需要提供像是評鑑結果之類的證明
還是只要主管說不適任即可呢
先謝謝大家回覆"
0bc81f75-2517-43b1-9579-e1d51b79428c,8646f307-481a-4f23-a8e8-560d28125ba5,失業兩周沒自信繼續求職  沒有目標該怎麼辦,"我沒工作兩周了 害怕去找怕被打槍 也怕嘗試新東西
完全不敢踏出去這一步 再加上 我學習很慢 怎麼辦
我完全沒有目標 也找不到目標 也找不到興趣 有人能幫助我嗎？"
0c043f33-7937-4fa3-83c0-c2eb8a060c51,e3324251-ece8-4a2b-afb4-e59d0eafd763,兩家公司面試該如何抉擇,已經去公司面試第一次，當天晚上就接到電話再通知二次面試與老闆面談，但二次面談前又再接到別間公司請我去面試，適逢連假不確定第一間公司面試後何時會通知上班。但是否在未上班通知之前，兩家公司都去面試才知道那一個工作比較適合?因為兩間公司都是聘請人事行政總務，只是規模不同。小公司做的事情或許比較雜，而另一間公司規模較大或許就分工上可能比較細。我不確定的是第一間如果面試結果ok立刻上班了，那我第二間面試的選擇權就沒有了，又怕兩頭空
0eaac708-f62a-4666-acbe-4dc5da95376d,f791804a-89b2-4baa-b9e7-c739830f2910,我想轉職，但沒有個方向，想請問各位的想法,"各位好，我目前是28歲，我第一份工作是在一間醫療公司駐點醫院的專案助理，第二份是在某間企業做一人MIS，歷經這分工作後我發現我喜歡第一份工作那種教人新系統操作的感覺，而不是每天坐辦公室發呆等人出問題
我想問各位先進今天我想轉職繼續做像第一份工作的職務，有甚麼職務類似這樣做的?
"
1035ffbd-a486-4d00-b2b6-fb3df2726ce3,08d5602f-d50c-4087-ac0b-3808f14d6e49,職場其實是不想錄用中年大叔,"投履歷都已讀不回，難得有面試機會，當場委婉告知，礙於法令規定，不得不讓我過去面試，但實際上，別會用中年讓的，這對中年求職者來說非常困擾。
職場經驗值不重要，要的是年輕的。"
1085f183-70eb-477e-b59e-56500e23e523,6f558048-aee7-49f2-9808-bb4841af6921,請問準備國考的這件事要寫在自傳裡嗎?,"我在上一份工作的後期決定給自己兩年的時間邊工作邊準備國考，後來因工作時間、地點變的很不穩定所以離職了，這份工作只做了快一年而已，離職後便全心投入國考約一年半的時間，現在給自己的期限到了，要重新開始找工作。

請問，我該把""上一份工作離職到現在的這段時間都在準備國考""這件事寫進自傳裡嗎?如果需要的話，該怎麼下筆呢?"
125fa289-a6c2-4d35-941b-de3536a71c8e,1dcb10b2-4b5e-42cb-b4cb-58a9094825df,想轉換跑道，嘗試其他工作,"我在傳產工作很久了，被輪調了許多單位，整間公司都單位幾乎都去過,好像人家所謂的跑龍套，現在28歲了，也迷茫了，目前在鈑金業，當初選擇是因為離家近，然後配合缺工獎勵金，加班費，後來覺得現場人員取代性高，和起薪低，靠加班。   
28歲想再次轉換跑道，不限職業.地點.行業
因為家人和個人狀態都可以往其他縣市，甚至外地發展都可以接受，隨組織派遣
只要公司肯給員工  肯教育員工 可照顧員工 我都願意
(沒有第二外語能力)

求學與就業經歷: 

     高中就讀台中高工機械科,半工半讀在大甲誠岱機械廠（起重機械產品-俗稱天車）現場單位工作3年

      大學就讀國立勤益科技大學企管系.在誠岱公司管理部實習協辦3年，1年支援國內業務部，對於各單位工作之流程皆能熟悉概況。

     退伍後繼續回誠岱公司任職.生產管理專員2年。

    108年3月至明昌國際公司（工具箱產品)先在板金課沖床組，109年4月調到點焊課，因應工作需求，也會到其它廠區（大發.大馬.水美.幼獅）/部門（板金.點焊.塗裝.裝配.倉庫）工作站支援 。     -在職中-

做好自我約束管理，天道酬勤。
人生一切難題，知識給你答案。
策劃-決策-嘗試-修正
1.人是容易懶惰安逸的，務必時時刻刻修正自己，保持自律，自律就是自由。
2.敬業樂群，以廠為家，跟隨組織成長，與時俱進。
"
15150471-0056-4aaf-9cfa-d52c064cb736,eb0c1895-3a50-408c-aea0-964fac6776cf,該傾聽自己出去闖天下，還是傾聽家人放棄夢想?,"大學剛畢業時因找不到工作，故先去餐飲業上班（已半年了），
最近想離職，覺得自己在同一個工作、同一個環境下壓抑太久了，
工作內容也不是自己喜歡的，好不容易想走出這種模式卻遭到家人反對，
家人認為離開居住地另外租房子存不到錢，
網路上的各種資訊愈找愈沒有自信，有一種自己是不是什麼都做不好的念頭，
本身對旅遊文案、企劃感興趣，我也不知道發這個文有什麼幫助，可能只是需要人開導我一下吧ＱＱ"
1515d927-4c1b-430a-9efa-f220d64fbc03,9002c7ff-af44-463f-a93b-ae8360e905a3,想嘗試其他工作，轉換跑道,"我在傳產工作很久了，被輪調了許多單位，整間公司都單位幾乎都去過,好像人家所謂的跑龍套，現在28歲了，也迷茫了，目前在鈑金業，當初選擇是因為離家近，然後配合缺工獎勵金，加班費，後來覺得現場人員取代性高，和起薪低，靠加班。   
28歲想再次轉換跑道，不限職業.地點.行業
因為家人和個人狀態都可以往其他縣市，甚至外地發展都可以接受，隨組織派遣
只要公司肯給員工  肯教育員工 可照顧員工 我都願意
(沒有第二外語能力)

求學與就業經歷: 

     高中就讀台中高工機械科,半工半讀在大甲誠岱機械廠（起重機械產品-俗稱天車）現場單位工作3年

      大學就讀國立勤益科技大學企管系.在誠岱公司管理部實習協辦3年，1年支援國內業務部，對於各單位工作之流程皆能熟悉概況。

     退伍後繼續回誠岱公司任職.生產管理專員2年。

    108年3月至明昌國際公司（工具箱產品)先在板金課沖床組，109年4月調到點焊課，因應工作需求，也會到其它廠區（大發.大馬.水美.幼獅）/部門（板金.點焊.塗裝.裝配.倉庫）工作站支援 。     -在職中-

做好自我約束管理，天道酬勤。
人生一切難題，知識給你答案。
策劃-決策-嘗試-修正
1.人是容易懶惰安逸的，務必時時刻刻修正自己，保持自律，自律就是自由。
2.敬業樂群，以廠為家，跟隨組織成長，與時俱進。
"
16f5d11a-8c2a-4838-9efc-858773f6170b,5eb78dd2-d965-42b1-99c1-1908b8891464,不想做作業員，但離目標工作還好遠,"國立大學英文系畢業至今已經3年多，這期間做過安親班，但是表現不佳常常被解雇，自我檢討是因為反應不夠快、學習理解力不夠快。
後來轉作作業員，也花了一些時間適應，目前是沒有問題，但是不想再繼續做了，所以目前有利用周末進修證照，也有在自學文書軟體，但是學得很慢，沒有辦法寫在履歷中，以致無法在茫茫履歷海中脫穎而出(目標工作是人力仲介行政/就業服務員)，想請問有沒有甚麼辦法能讓履歷被看到?"
